PRIM_STATE,H_MEAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,25.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,25.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,23.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,22.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,27.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,33.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,20.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,21.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,19.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,23.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,20.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,26.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,35.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,34.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,20.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,23.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,34.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,15.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,29.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,24.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,29.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,14.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,25.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,27.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,28.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,30.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,12.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,23.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,28.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,20.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,27.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,21.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,27.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,32.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,21.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,23.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,20.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,23.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,22.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,40.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,43.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,39.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,70.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,28.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,61.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,57.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,53.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,92.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,40.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,42.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,51.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,25.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,29.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,35.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,25.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,44.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,33.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,111.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,54.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,45.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,159.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,127.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,139.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,113.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,99.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,165.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,62.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,116.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,113.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,162.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,142.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,135.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,139.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,154.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,36.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,36.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,25.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,25.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,35.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,36.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,28.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,33.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,36.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,22.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,15.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,16.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,23.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,23.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,21.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,15.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,38.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,29.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,25.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,22.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,15.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,13.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,15.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,13.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,28.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,26.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,13.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,24.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,19.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,13.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,14.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,16.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,19.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,24.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,29.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,43.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,43.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,28.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,23.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,29.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,26.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,22.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,37.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,28.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,30.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,34.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,16.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,13.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,10.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,20.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,12.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,23.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,16.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,11.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,14.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,15.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,13.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,13.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,12.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,11.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,11.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,13.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,12.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,12.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,11.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,12.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,15.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,19.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,23.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,14.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,13.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,19.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,14.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,22.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,13.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,14.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,12.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,12.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,11.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,11.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,27.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,16.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,28.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,15.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,14.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,19.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,15.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,12.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,12.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,13.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,13.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,20.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,21.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,36.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,12.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,14.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,14.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,27.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,33.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,44.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,19.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,27.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,39.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,30.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,15.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,71.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,32.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,43.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,11.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,13.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,14.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,19.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,26.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,14.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,19.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,20.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,19.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,15.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,27.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,20.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,22.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,22.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,19.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,13.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,15.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,12.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,20.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,19.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,20.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,14.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,16.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,19.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,22.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,12.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,20.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,23.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,24.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,24.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,25.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,24.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,21.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,26.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,21.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,16.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,14.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,19.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,16.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,16.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,25.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,19.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,27.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,15.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,16.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,16.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,23.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,32.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,26.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,24.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,20.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,16.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,20.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,19.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,20.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,22.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,23.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,25.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,21.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,25.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,22.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,21.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,27.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,23.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,24.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,19.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,25.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,24.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,15.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,20.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,14.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,17.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,28.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,43.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,21.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,19.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,28.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,23.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,22.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,21.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,27.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,26.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,22.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,24.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,32.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,19.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,22.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,28.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,35.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,25.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,42.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,14.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,18.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,24.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,26.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,24.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
