PRIM_STATE,H_MEAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,33.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,28.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,55.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,24.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,30.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,34.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,40.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,33.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,38.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,14.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,27.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,26.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,33.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,30.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,11.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,33.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,37.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,38.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,24.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,27.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,37.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,30.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,28.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,37.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,34.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,30.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,31.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,24.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,26.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,21.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,39.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,41.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,26.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,28.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,39.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,39.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,27.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,79.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,60.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,57.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,52.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,65.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,41.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,45.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,40.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,22.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,28.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,37.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,25.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,30.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,50.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,36.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,85.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,47.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,52.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,41.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,141.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,148.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,101.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,136.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,105.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,107.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,156.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,153.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,88.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,81.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,147.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,124.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,103.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,183.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,159.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,26.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,35.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,58.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,25.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,28.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,33.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,36.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,28.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,34.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,66.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,15.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,20.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,14.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,16.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,24.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,22.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,21.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,20.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,44.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,21.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,24.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,15.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,12.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,14.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,14.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,13.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,32.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,12.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,28.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,13.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,13.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,15.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,14.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,21.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,23.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,33.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,30.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,24.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,25.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,28.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,14.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,35.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,28.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,14.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,24.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,29.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,27.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,15.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,13.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,10.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,21.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,16.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,21.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,12.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,25.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,11.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,13.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,13.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,12.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,15.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,12.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,12.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,11.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,10.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,11.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,11.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,11.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,10.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,14.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,20.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,23.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,13.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,11.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,15.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,15.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,15.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,14.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,21.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,16.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,12.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,10.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,11.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,10.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,13.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,23.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,16.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,12.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,11.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,12.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,13.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,13.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,11.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,22.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,13.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,14.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,12.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,20.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,20.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,36.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,10.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,15.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,16.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,13.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,27.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,40.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,38.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,23.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,32.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,46.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,33.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,15.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,36.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,26.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,58.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,11.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,16.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,28.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,14.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,15.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,14.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,20.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,22.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,16.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,20.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,29.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,16.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,11.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,12.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,14.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,24.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,23.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,13.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,20.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,21.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,25.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,25.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,24.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,23.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,33.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,26.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,16.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,23.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,21.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,15.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,15.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,21.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,16.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,27.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,13.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,14.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,13.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,15.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,14.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,15.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,32.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,21.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,16.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,32.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,27.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,22.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,22.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,22.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,16.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,20.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,22.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,26.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,22.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,24.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,27.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,23.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,25.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,15.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,16.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,14.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,16.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,15.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,27.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,38.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,20.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,15.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,27.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,22.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,27.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,21.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,20.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,22.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,20.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,24.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,34.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,24.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,28.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,34.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,22.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,22.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,29.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,47.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,16.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,22.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,35.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,26.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,22.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,23.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,21.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,25.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,26.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,22.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,21.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,17.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,12.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,20.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,15.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,18.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,24.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,23.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,19.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,26.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,25.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,27.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,32.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,25.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,26.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,22.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,27.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
